label,text
Not Violence,"Zap zap c/ vídeos de tiroteios na Rocinha/RJ, tentativa de homicídio em Natal, execução em Recife..O nosso Brasil virou uma praça de guerra!"
VeryHight,"Postos de Sa\u00fade operam em cont\u00eaineres, que n\u00e3o resistem a tiroteios. Balas perfuraram 18x a da UPA da Vila Kennedy\u2026 https://t.co/IxiBtFfRFT"
VeryHight,"RT @PMERJ: Policiais do #41BPM acabam de recuperar um caminhão roubado e toda a sua carga intacta, no Chapadão"
VeryHight,Bandidos pegam ônibus em Caxias e assaltam quando chega em Vigário Geral.
Not Violence,"RT @fabriciomiguez: Em tempos de manifestação e protesto, em que #ogiganteacordou, cada deputado ou senador pode até pecar 36 vezes, mas, p…"
VeryHight,"RT @fckrmandy: espírito santo sem ""polícia"", sem ônibus, arrastão no shopping mestre alvaro e em algumas casas. é o filme ""uma noite de cri…"
Not Violence,RT @edugoldenberg: Vocês imaginem se esse CAOS no Espírito Santo fosse no Rio de Janeiro nos tempos de Brizola como Governador. O que faria…
Not Violence,"David Borges: ""Nuno Espírito Santo falhou clamorosamente e Casillas defendeu porque está ali para isso""."
Not Violence,Gostei de um vídeo @YouTube de @cauemoura https://t.co/Gqp63stJlI CAOS NO ESPÍRITO SANTO
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/AScqmWh57M O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
VeryHight,RT @PadreMiguelNews: Meliantes são presos c/revólver e celulares após assalto a loja Claro Bangu Shopping @LeiSecaRJ
Not Violence,"Sapa��:Uau, queria conhecer o AntaresLuma:Queria conhecer a rocinhaSapa��:Queria conhecer sua bocaLuma:Queria conhecer sua línguaSapa��:Opa"
Not Violence,https://t.co/1xgInp6Tgz
Not Violence,"RT @RafaelEaeBlz: as teorias de rousseau fora provadas com a crise no espirito santo?a sociedade é boa, porém a influencia do meio (greve)…"
Not Violence,"RT @ittayloryall: I'm with you Brazil, stay strong! #ChangeBrazil #GritaSemTerMedoBrasil"
Not Violence,RT @theutavares: O Espírito Santo está parecendo cenário de filme. https://t.co/S8kAM1vY2q
Not Violence,#AtoMédicoSim #forapadilha #revalidasim #foradilma
Low,RT @driwalch: Amanha tem manifestação contra violência em SP no parque do povo as 10h. #VemPraRua
Not Violence,RT @SkinsBrasil_: Não é por 20 centavos! #oGIGANTEacordou http://t.co/2CLRomLckn
Not Violence,"De crucificar o meu eu Espírito Santo sejas meu consolador minha oração, meu intercessor...☝☝������"
Not Violence,RT @ReMassagista: Amores.. hoje atendo até mais tarde! Estarei pela Zona Sul ❤☎️(11)94540-5514�� https://t.co/fs3lJimS0F
Not Violence,"RT @tocontigo: Lua Blanco: ""Nós somos a mudança que queremos ver no mundo! #vemprarua #mudabrasil #ogiganteacordou"" http://t.co/uPteM8xOKv"
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/fEyhAZFJRq O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,"RT @bbcbrasil: Sem acordo, greve no Espírito Santo provoca escalada de medo e ganha contorno político https://t.co/eBU3vCSxpv https://t.co/…"
Not Violence,#foraglobo manipuladora. Escrota. #copapraquem
Not Violence,TCU encontra falhas na distribuição de merenda escolar no ES https://t.co/eeCnJzvPn5
VeryHight,"RT @leticiasullyvan: granada foi jogada contra uma guarnição do bprv, porém, n estourou e o local está isolado, na pass. 13 av.brasil"
VeryHight,"Atualiza\u00e7\u00e3o: os tiros em Tribob\u00f3, S\u00e3o Gon\u00e7alo, foram na V\u00e1rzea, atr\u00e1s do IML. https://t.co/zH8pgFlfWv"
Not Violence,RT @Ela_Ferreira7: #Vemprarua !
Not Violence,"Os vereadores de BH fumaram maconha? Reduziram R$ 0,05 nas passagens... Kkkkkkkkk faz-me rir #VemPraRua #JN"
Not Violence,RT @RdGaucha: Cordão de isolamento protege o Palácio Piratini e a Prefeitura. Brigada faz cerco em toda área. (via @evelinargenta) #Protesto
Not Violence,"""fico bêbado gosto de conversar com os machos, n com essas mulheres da zona sul"" Freire Lucas p vcs"
Not Violence,#ProtestoFortaleza Quase uma centena de presos são amontoado em um Galpão próximo ao Castelão. #Denúncia #Copapraquem
VeryHight,RT @fogocruzadoapp: Tiros na Rocinha (20:15). Há pontos sem luz #TirosRJ
Not Violence,"RT @bestknighter: You know the movie ""Purge""? It's kinda happening right now for real in Espirito Santo, Brazil. Scary stuff there and the…"
Not Violence,Eu e Pedro na manifestação de sexta #oGiganteacordou #VerasQueUmFilhoTeuNaoFogeALuta http://t.co/zgWEuiNLfl
Not Violence,"Em Quitandinha #OGiganteAcordou , mas pelo que vi nas fotos era um Gigante Anão !!!"
Not Violence,@tropicanoia ah vc não é do Rio então; compreensível. A prefeitura mesmo restringe toda a apresentação da cidade à zona sul do Rio. Pena.
VeryHight,RT @alanistwo15: cuidado na Rua Manoel Caldeira de Alvarenga em Campo Grande assaltos a qq hora caras de moto e tb de carro só hj foram 2
Not Violence,https://t.co/XvB1HzIAhM Dilma cantando #vemprarua
VeryHight,"RT @ajramora28: Na Rocinha, parte do comércio fecha e relatos indicam novo tiroteio https://t.co/UNCLrS8YTO"
Not Violence,Seja bem vindo espírito Santo
VeryHight,Tiros nas proximidades da Avenida Vicente de Carvalho - Jardim Esplanada do Castelo (Vicente de Carvalho) 21:40 #TirosRJ
Not Violence,@YasCastro27 Valeu!
VeryHight,"Tiros na Barra, nas proximidades da Rua Rino Levi (16:58) #TirosRJ"
Not Violence,"RT @ihamma: #MudaBrasil! A hora é agora! Chega de LuLLadrao, pai do mensalão! Chega de poste! Chega de CORRUPÇÃO, INCOMPETÊNCIA e..."
Not Violence,"RT @evislin: Espírito Santo, é incrível como me sinto quando invade o meu ser, não dá pra explicar, a vontade que tenho de chorar.. ❤❤"
Not Violence,RT @vivianchristiny: Espirito Santo no momento https://t.co/UUFNOqUjoY
Not Violence,RT @laauranja: Alou Espírito Santo https://t.co/mCwBntoM0v
VeryHight,Tiroteio na rocinha novamente ��
VeryHight,"Após ônibus serem incendiados, trânsito apresenta interdições na Rodovia Washington Luiz, na Linha Vermelha e na Avenida Brasil."
Not Violence,"RT @LeiSecaRJ: Situação normal nesse momento RT @decunhaz: @raynnesuzano Por favor,Notícias sobre o 25º BPM Região dos Lagos?"
Not Violence,"RT @MeDerruba_: Para melhor atender todos, terá ônibus saindo de vários pontos da cidade!Mais informações:9.9423-5962 - ZONA SUL9.8517-5…"
Not Violence,- Força Espírito Santo
Not Violence,Indignada...#vemprarua #passeLivreSalvador #oGIGANTEacordou #chegadecorrupcao
Not Violence,#EhSeu ?RT @radardabrasil: O 41* BPM estourou um Galpão de veículos roubados no Chapadão procure a delegacia
VeryHight,"@gbussinger @Cecillia Houve o assalto, mas n\u00e3o houve tiroteio. Listamos s\u00f3 os incidentes com tiros. Sem tiros, houv\u2026 https://t.co/af3UvUVYrB"
Not Violence,RT @NiicolasMarchel: CAIO TONY HAWK PRO SKATER BLACK SHEEP VIDA LOKA #vemprarua #mulekemaloqueiro
Not Violence,Gostei de um vídeo @YouTube de @nilmoretto https://t.co/8kd5VvvVkR O ESPÍRITO SANTO NO PÓS-APOCALIPSE - Ep.909
Not Violence,RT @EleitorR: Milhões sonegados pela Globo poderiam ser canalizados para a Saúde e Educação #ogiganteacordou | PINN http://t.co/QEAw5PcZvk
VeryHight,"Tentativa de roubo ao Santander, Uranos x Euclides Faria. 4 Band mortos e 4 presos"
Not Violence,"RT @PriscilaMuller: #VemPraRua a propaganda da #Fiat que mandava o brasileiro ir p/ ""maior arquibancada do #Brasil"" foi retirada do ar. Ati…"
VeryHight,"RT @kellysporty: Fiesta preto LBR-3975, roubado na Rua Maranhão,Méier. 2 meliantes armados."
Not Violence,"Que papai do céu olhe pelos amigos e os moradores da rocinha, mt proteção na caminhada de cada um! Boa noite ❤️��"
Not Violence,http://t.co/NJr7cmfH7E #OGiganteAcordou
Not Violence,"RT @MidiaNINJA: Trancaço na BR 101, em Itatiba, no sul do Espírito Santo, pelo reajuste salarial da Polícia Militar. https://t.co/RnyAx0mTTf"
Not Violence,https://t.co/JpV2H7RaE3Dm a situaçao acho q melhorou la em espirito santo olha isso!!!
Not Violence,Chocada real com o que tá acontecendo no espírito santo
VeryHight,"Helic\u00f3ptero faz pouso for\u00e7ado em S\u00e3o Conrado, na zona sul, ap\u00f3s ser atingido por tiro #TirosRJ https://t.co/1jdPT9MoDP"
Not Violence,RT @christoferdrew: #VemPraRua
High,"RT @PadreMiguelNews: Atividade Morador - Bala voando no momento entre a Piraquara e a Nogueira de Sá, Jardim Novo. Polícia no local."
VeryHight,Tiros na Serra - Graja\u00fa-Jacarepagu\u00e1 (13:30) #TirosRJ
VeryHight,RT @Vinny_Gamer_RJ: Evitem acessar a Barra da Tijuca agora. Tudo parado. Carros até invadiram a pista do BRT. Evitem ao máximo!
Not Violence,O Espírito Santo está virando o GTA da vida real
VeryHight,"RT @LeiSecaRJ: Qui 07:08 RT @RJ_em_Alerta: Tiros sendo ouvidos em Irajá, e o som do helicóptero ... http://tmi.me/1fgIZi"
Not Violence,RT @bieldominici9: Espírito Santo tipo como??? https://t.co/e2UM4FHRzE
VeryHight,RT @LeiSecaRJ: Evitem o local #TiroteioRJ RT @walterluisjr: tiroteio intenso no morro do juramento neste momento.
Not Violence,"RT @guscozzo97: ""Uma cidade segura se faz com ruas iluminadas e não policiamento"" Marcelo freixo. Vai passar uns dias no Espírito Santo…"
VeryHight,Tumulto em operação de combate ao comércio ilegal na Central termina com 2 presos após ataque de ambulantes com paus e pedras contra a GM.
High,RT @biielr10: cadê a @pmerj fazendo segurança no ponto da passarela 13 da Brasil sentido Centro? Assalto td hora
Not Violence,"RT @1Bmusica: Um carro passou pelas ruas dos bairros de Espírito Santo projetando as palavras ""Sem Medo"" e tocando ""Imagine"" do John Lennon…"
